Index,status,open_time,open_price,high_setup,real_high,high_bar,low_setup,real_low,low_bar,DD_point,DD_bar,TP_get,TP_bar,TP_same,side,result,profit,prob
25,Sell win,2019-05-29T07:00:00Z,0.69144,0.69364,0.6933,50,0.69145,0.69145,39,0.69368,24,0.6903067,31,0,Sell,win,0.517488584,0.002476022
26,Buy win,2019-06-04T05:00:00Z,0.69813,0.69792,0.69792,11,0.69013,0.6966,63,0.69568,4,0.69873576,13,0,Buy,win,0.077761232,0.000372063
27,Buy win,2019-06-07T12:00:00Z,0.69949,0.69883,0.69883,24,0.69652,0.69652,42,0.69679,0,0.70025758,1,0,Buy,win,0.332285714,0.001589884
28,Buy win,2019-06-19T18:00:00Z,0.68899,0.68811,0.68811,19,0.68342,0.68342,35,0.68685,0,0.69100842,13,0,Buy,win,0.430366738,0.002059171
29,Buy win,2019-06-23T23:00:00Z,0.69462,0.6936,0.6936,22,0.69072,0.69072,12,0.6932,0,0.69537984,1,0,Buy,win,0.263833333,0.00126236
30,Buy loss,2019-07-09T02:00:00Z,0.70328,0.70309,0.70309,66,0.69576,0.69576,45,0.6956,83,0.70463,0,0.70463,Buy,loss,-1.047748977,-0.005013153
31,Sell win,2019-07-09T02:00:00Z,0.6956,0.70309,0.70309,149,0.69576,0.69576,128,0.69644,0,0.69123006,29,0.70463,Sell,win,0.596171896,0.002852497
32,Buy win,2019-07-18T15:00:00Z,0.70425,0.70416,0.70416,65,0.69995,0.69995,26,0.70371,2,0.70676178,3,0,Buy,win,0.596622328,0.002854652
33,Sell win,2019-07-31T21:00:00Z,0.68399,0.70759,0.68971,209,0.68685,0.68685,18,0.68889,0,0.68508252,3,0,Sell,win,0.052676953,0.000252043
34,Sell win,2019-08-06T04:00:00Z,0.67761,0.68053,0.68053,37,0.67824,0.67824,40,0.68008,3,0.67682478,11,0,Sell,win,0.34289083,0.001640626
35,Buy win,2019-08-21T09:00:00Z,0.67882,0.67871,0.67871,28,0.67553,0.67737,34,0.67846,0,0.67953812,2,0,Buy,win,0.225823899,0.001080497
36,Sell win,2019-08-30T01:00:00Z,0.67143,0.67501,0.67501,14,0.67227,0.67227,20,0.67402,13,0.67057668,48,0,Sell,win,0.311430657,0.001490099
37,Buy win,2019-09-06T06:00:00Z,0.68266,0.68254,0.68254,17,0.66917,0.68098,76,0.68176,0,0.68350408,3,0,Buy,win,0.063132386,0.000302069
38,Buy win,2019-09-13T08:00:00Z,0.68761,0.68743,0.68743,51,0.68564,0.68564,42,0.68651,4,0.68853622,6,0,Buy,win,0.517441341,0.002475796
39,Sell win,2019-09-18T18:00:00Z,0.68248,0.68674,0.68674,21,0.68327,0.68327,36,0.68575,0,0.68112554,6,0,Sell,win,0.390334294,0.001867628
40,Sell win,2019-09-20T13:00:00Z,0.67783,0.68087,0.68087,20,0.67835,0.67835,31,0.67842,0,0.67679264,2,0,Sell,win,0.411650794,0.001969621
41,Sell win,2019-09-25T13:00:00Z,0.67484,0.68012,0.68012,15,0.67626,0.67626,65,0.67809,23,0.67484,45,0.67484,Sell,win,0,0
42,Buy win,2019-10-03T08:00:00Z,0.67195,0.67174,0.67174,29,0.66805,0.66805,22,0.67073,0,0.67402042,6,0,Buy,win,0.561089431,0.002684638
43,Sell win,2019-10-08T15:00:00Z,0.67261,0.67712,0.67474,46,0.67302,0.67302,15,0.675,18,0.67261,25,0.67261,Sell,win,0,0
44,Sell win,2019-10-15T13:00:00Z,0.67438,0.67842,0.67842,12,0.67536,0.67536,25,0.67691,2,0.67346892,12,0,Sell,win,0.297738562,0.001424586
45,Sell win,2019-10-24T08:00:00Z,0.68295,0.68544,0.68544,7,0.68373,0.68373,30,0.68412,0,0.68267322,1,0,Sell,win,0.161859649,0.000774448
46,Sell loss,2019-10-28T03:00:00Z,0.68134,0.68315,0.68315,19,0.68138,0.68138,29,0.68387,12,0.6813,0,0.6813,Sell,loss,-1.429378531,-0.006839132
47,Buy win,2019-10-28T15:00:00Z,0.68387,0.68315,0.68315,31,0.68138,0.68138,41,0.68254,0,0.68424386,2,0.6813,Buy,win,0.211220339,0.001010624
48,Sell loss,2019-11-04T18:00:00Z,0.68874,0.69232,0.69232,11,0.68878,0.68878,43,0.69235,14,0.68768,0,0.68768,Sell,loss,-1.019774011,-0.004879301
49,Buy loss,2019-11-06T00:00:00Z,0.69235,0.69232,0.69232,25,0.68878,0.68878,57,0.6887,16,0.6925,0,0.6925,Buy,loss,-1.031073446,-0.004933366
50,Sell win,2019-11-06T00:00:00Z,0.6887,0.69232,0.69232,41,0.68878,0.68878,73,0.69075,8,0.68659228,25,0.6925,Sell,win,0.59540113,0.002848809
51,Sell win,2019-11-08T14:00:00Z,0.68531,0.6908,0.6908,28,0.68652,0.68652,35,0.68663,0,0.6852,22,0.6852,Sell,win,0.025700935,0.000122971
52,Buy loss,2019-11-21T01:00:00Z,0.68205,0.68201,0.68201,18,0.67887,0.67887,11,0.67884,38,0.68285,0,0.68285,Buy,loss,-1.022292994,-0.004891354
53,Sell win,2019-11-21T01:00:00Z,0.67884,0.68201,0.68099,56,0.67887,0.67887,49,0.68142,12,0.67884,17,0.67884,Sell,win,0,0
54,Buy win,2019-12-02T15:00:00Z,0.68137,0.67976,0.67976,134,0.676,0.676,18,0.67965,0,0.68208368,1,0,Buy,win,0.189808511,0.000908175
55,Sell win,2019-12-10T12:00:00Z,0.68236,0.68528,0.68502,60,0.68242,0.68242,43,0.68374,18,0.6808132,28,0,Sell,win,0.540839161,0.002587747
56,Sell win,2019-12-17T06:00:00Z,0.6864,0.6897,0.6897,17,0.68661,0.68661,37,0.68694,0,0.68470038,2,0,Sell,win,0.550038835,0.002631765
57,Buy win,2019-12-24T15:00:00Z,0.69276,0.69275,0.69275,28,0.68401,0.69129,104,0.69187,0,0.69365228,15,0,Buy,win,0.102091533,0.000488476
58,Buy loss,2020-01-17T22:00:00+07:00,0.69195,0.6917,0.6917,76,0.68851,0.68851,20,0.68797,30,0.69281,0,0.69281,Buy,loss,-1.247648903,-0.005969612
59,Sell win,2020-01-17T22:00:00+07:00,0.68797,0.6917,0.6917,106,0.68851,0.68851,50,0.68885,16,0.6873,17,0.6873,Sell,win,0.210031348,0.001004935
60,Sell win,2020-01-22T01:00:00+07:00,0.68585,0.68873,0.68756,20,0.68599,0.68599,12,0.68757,11,0.68501974,16,0,Sell,win,0.303014599,0.001449831
61,Sell win,2020-01-24T16:00:00+07:00,0.68383,0.68755,0.68755,31,0.68414,0.68414,34,0.68549,0,0.68203262,6,0,Sell,win,0.527090909,0.002521966
62,Sell win,2020-01-29T20:00:00+07:00,0.67445,0.67762,0.67762,10,0.67483,0.67483,37,0.6763,6,0.67310578,18,0,Sell,win,0.481799283,0.00230526
63,Sell win,2020-02-07T16:00:00+07:00,0.66833,0.67713,0.67044,48,0.66851,0.66851,107,0.67074,21,0.66731726,31,0.66701,Sell,win,0.117487239,0.00056214
64,Sell win,2020-02-19T22:00:00+07:00,0.66726,0.67477,0.67477,123,0.66733,0.66733,166,0.66943,9,0.66273208,18,0,Sell,win,0.608591398,0.002911921
65,Sell win,2020-02-25T20:00:00+07:00,0.6589,0.66315,0.66315,45,0.65922,0.65922,54,0.66081,3,0.65679126,21,0,Sell,win,0.536575064,0.002567345
66,Sell win,2020-03-02T17:00:00+07:00,0.65418,0.65838,0.65838,40,0.6544,0.6544,61,0.65597,0,0.65194036,5,0,Sell,win,0.562723618,0.002692458
67,Buy win,2020-03-05T04:00:00+07:00,0.66269,0.66226,0.66226,30,0.64577,0.65827,78,0.65839,17,0.66346,35,0.66346,Buy,win,0.046694967,0.000223421
68,Sell win,2020-03-10T07:00:00+07:00,0.65824,0.66622,0.66622,10,0.65881,0.65881,47,0.6604,0,0.65423062,13,0,Sell,win,0.541076923,0.002588885
69,Buy win,2020-03-20T10:00:00+07:00,0.58662,0.58634,0.58634,13,0.56676,0.56676,5,0.58135,0,0.59844044,4,0,Buy,win,0.603699694,0.002888515
70,Buy win,2020-03-25T04:00:00+07:00,0.59681,0.59585,0.59585,62,0.57138,0.58773,47,0.58703,29,0.60086816,38,0.60626,Buy,win,0.165842256,0.000793504
71,Sell win,2020-04-01T13:00:00+07:00,0.6077,0.62073,0.61566,25,0.60915,0.60915,20,0.61185,0,0.60512682,6,0,Sell,win,0.222208981,0.001063201
72,Sell loss,2020-04-06T09:00:00+07:00,0.60152,0.60724,0.60724,21,0.60232,0.60232,37,0.60782,9,0.59927944,0,0.59908,Sell,loss,-1.280487805,-0.006126736
73,Buy win,2020-04-06T18:00:00+07:00,0.60782,0.60724,0.60724,30,0.60232,0.60232,46,0.60626,1,0.61028056,3,0.59908,Buy,win,0.500113821,0.002392889
74,Buy win,2020-04-08T21:00:00+07:00,0.62073,0.62068,0.62068,25,0.61275,0.61275,11,0.61856,0,0.62558074,22,0,Buy,win,0.61169483,0.00292677
75,Sell loss,2020-04-17T04:00:00+07:00,0.62906,0.63411,0.63411,8,0.62908,0.62738,12,0.63577,21,0.62597146,21,0,Sell,loss,-1.333996024,-0.006382756
76,Buy win,2020-04-17T04:00:00+07:00,0.63577,0.63411,0.63411,8,0.62908,0.62738,12,0.63172,0,0.63826914,2,0,Buy,win,0.496846918,0.002377258
77,Buy win,2020-04-23T21:00:00+07:00,0.63937,0.63882,0.63882,72,0.62624,0.62624,50,0.63371,16,0.64659444,39,0,Buy,win,0.574279809,0.00274775
78,Buy win,2020-04-30T01:00:00+07:00,0.65413,0.65413,0.65413,13,0.65089,0.65089,7,0.65223,0,0.65613232,10,0,Buy,win,0.618,0.002956938
79,Sell win,2020-05-13T23:00:00+07:00,0.64503,0.6516,0.6516,5,0.64515,0.64515,17,0.64694,0,0.6411639,19,0,Sell,win,0.599395349,0.00286792
80,Sell loss,2020-05-16T03:00:00+07:00,0.64138,0.64705,0.64705,21,0.64144,0.64144,32,0.64731,16,0.64095,0,0.64095,Sell,loss,-1.057040998,-0.005057612
81,Buy win,2020-05-18T19:00:00+07:00,0.64731,0.64705,0.64705,37,0.64144,0.64144,48,0.64674,0,0.65051698,3,0.64095,Buy,win,0.571654189,0.002735188
82,Sell loss,2020-05-22T13:00:00+07:00,0.65251,0.66004,0.65473,36,0.65298,0.65298,47,0.65497,41,0.6518985,0,0.65145,Sell,loss,-0.348441926,-0.001667186
83,Buy win,2020-05-26T06:00:00+07:00,0.65497,0.66004,0.65473,77,0.65298,0.65298,88,0.65378,0,0.6558115,1,0.65145,Buy,win,0.119192635,0.0005703
84,Buy win,2020-05-27T16:00:00+07:00,0.66746,0.66742,0.66742,15,0.65249,0.65767,51,0.6567,6,0.6734455,64,0,Buy,win,0.40090422,0.001918202
85,Buy win,2020-06-04T21:00:00+07:00,0.69776,0.6948,0.6948,23,0.68718,0.68718,28,0.69131,0,0.69950916,15,0,Buy,win,0.229548556,0.001098318
86,Sell win,2020-06-11T18:00:00+07:00,0.69132,0.70202,0.70202,17,0.69137,0.69137,50,0.69357,0,0.6847883,7,0,Sell,win,0.613305164,0.002934474
87,Sell loss,2020-06-30T16:00:00+07:00,0.68425,0.69734,0.69734,247,0.68461,0.68461,43,0.69755,93,0.67674286,0,0,Sell,loss,-1.044776119,-0.004998929
88,Buy win,2020-07-06T13:00:00+07:00,0.69755,0.69734,0.69734,340,0.68461,0.69256,136,0.69219,27,0.69712,55,0.69712,Buy,win,0.033778476,0.00016162
89,Buy win,2020-07-15T07:00:00+07:00,0.69929,0.69903,0.69903,34,0.69319,0.69319,17,0.69855,0,0.70263912,13,0,Buy,win,0.573479452,0.002743921
90,Buy win,2020-07-21T09:00:00+07:00,0.70268,0.70253,0.70253,86,0.69674,0.69674,53,0.70155,2,0.70610822,7,0,Buy,win,0.592093264,0.002832982
91,Buy win,2020-07-29T07:00:00+07:00,0.7172,0.71663,0.71663,23,0.71263,0.71263,17,0.71491,1,0.719102,7,0,Buy,win,0.4755,0.00227512
92,Buy win,2020-08-05T18:00:00+07:00,0.72244,0.72227,0.72227,79,0.70826,0.71806,46,0.71742,24,0.72343,29,0.72343,Buy,win,0.070663812,0.000338104
93,Sell win,2020-08-12T02:00:00+07:00,0.714,0.71862,0.71862,7,0.71432,0.71432,33,0.71521,0,0.7116626,7,0,Sell,win,0.543581395,0.002600868
94,Buy win,2020-08-17T05:00:00+07:00,0.71763,0.71749,0.71749,33,0.71395,0.71395,20,0.71695,0,0.71967772,14,0,Buy,win,0.578451977,0.002767713
95,Sell loss,2020-08-21T20:00:00+07:00,0.71463,0.72685,0.72089,53,0.71493,0.71493,25,0.72149,72,0.71463,0,0.71463,Sell,loss,-0.575503356,-0.002753605
96,Buy win,2020-08-26T20:00:00+07:00,0.72149,0.72685,0.72089,125,0.71493,0.71493,97,0.71946,0,0.72457328,10,0.71463,Buy,win,0.25866443,0.001237629
97,Sell win,2020-09-03T12:00:00+07:00,0.73055,0.73948,0.73371,63,0.73069,0.73069,16,0.73197,2,0.72882364,9,0,Sell,win,0.196400455,0.000939715
98,Sell win,2020-09-08T16:00:00+07:00,0.7253,0.72973,0.72973,39,0.7254,0.7254,58,0.72705,0,0.72272406,4,0,Sell,win,0.594905312,0.002846437
99,Buy win,2020-09-15T08:00:00+07:00,0.7304,0.73029,0.73029,39,0.72642,0.72642,32,0.72667,0,0.73268166,4,0,Buy,win,0.589576227,0.002820939
100,Buy loss,2020-09-17T02:00:00+07:00,0.73383,0.73363,0.73363,24,0.72947,0.72947,19,0.72884,9,0.73620088,0,0,Buy,loss,-1.199519231,-0.005739326
101,Sell win,2020-09-17T02:00:00+07:00,0.72884,0.73363,0.73363,33,0.72947,0.72947,28,0.73153,0,0.72689912,6,0,Sell,win,0.466557692,0.002232333
102,Sell win,2020-09-21T14:00:00+07:00,0.72858,0.73241,0.73241,25,0.72899,0.72899,11,0.732,0,0.72687644,2,0,Sell,win,0.498116959,0.002383335
103,Sell win,2020-09-22T23:00:00+07:00,0.72004,0.73201,0.72284,26,0.72046,0.72046,16,0.72345,4,0.71898916,10,0,Sell,win,0.090981818,0.00043532
104,Sell loss,2020-09-25T21:00:00+07:00,0.70169,0.70771,0.70771,7,0.70227,0.70227,26,0.70793,32,0.70117,0,0.70117,Sell,loss,-1.147058824,-0.00548832
105,Buy win,2020-09-29T05:00:00+07:00,0.70793,0.70771,0.70771,39,0.70227,0.70227,58,0.70693,0,0.71107192,11,0.70117,Buy,win,0.577558824,0.002763439
106,Sell win,2020-10-07T01:00:00+07:00,0.71221,0.71933,0.71933,19,0.71356,0.71356,102,0.71555,0,0.70999414,3,0,Sell,win,0.384031196,0.00183747
107,Sell win,2020-10-16T11:00:00+07:00,0.70701,0.72396,0.70939,84,0.71,0.71,154,0.71048,0,0.71037698,20,0.70674,Sell,win,0.241187679,0.001154008
108,Sell win,2020-10-20T01:00:00+07:00,0.70642,0.71114,0.71114,7,0.70707,0.70707,38,0.70812,0,0.70455474,7,0,Sell,win,0.45829484,0.002192798
109,Buy win,2020-10-21T08:00:00+07:00,0.70667,0.70654,0.70654,8,0.7029,0.70471,13,0.70622,0,0.70767094,3,0,Buy,win,0.274983516,0.001315711
110,Buy win,2020-10-24T01:00:00+07:00,0.7134,0.71299,0.71299,50,0.70902,0.71095,39,0.71027,13,0.71425072,45,0.71488,Buy,win,0.214287154,0.001025297
111,Sell loss,2020-11-02T07:00:00+07:00,0.70019,0.70672,0.70672,11,0.70053,0.70053,32,0.70699,31,0.69998,0,0.69998,Sell,loss,-1.098546042,-0.005256201
112,Buy win,2020-11-03T14:00:00+07:00,0.70699,0.70672,0.70672,42,0.70053,0.70053,63,0.70461,0,0.71054542,2,0.69998,Buy,win,0.57438126,0.002748236
113,Sell loss,2020-11-19T15:00:00+07:00,0.72696,0.73244,0.73244,17,0.72781,0.72781,31,0.73282,48,0.72642,0,0.72642,Sell,loss,-1.265658747,-0.006055783
114,Buy win,2020-11-23T15:00:00+07:00,0.73282,0.73244,0.73244,65,0.72781,0.72781,79,0.72654,8,0.73530134,24,0.72642,Buy,win,0.535926566,0.002564242
115,Buy win,2020-11-26T03:00:00+07:00,0.73682,0.73663,0.73663,21,0.7334,0.7334,14,0.73492,26,0.73862614,42,0,Buy,win,0.559176471,0.002675486
116,Buy win,2020-12-03T03:00:00+07:00,0.7405,0.74029,0.74029,67,0.73392,0.73392,48,0.7398,5,0.74422666,18,0,Buy,win,0.585032967,0.002799201
117,Buy win,2020-12-09T15:00:00+07:00,0.74693,0.74485,0.74485,39,0.74061,0.74061,13,0.7445,0,0.74747032,1,0,Buy,win,0.127433962,0.000609732
118,Buy win,2020-12-10T16:00:00+07:00,0.7487,0.74832,0.74832,20,0.74233,0.74233,15,0.74742,0,0.75202182,6,0,Buy,win,0.554560935,0.002653402
119,Buy loss,2020-12-15T10:00:00+07:00,0.75657,0.75637,0.75637,32,0.75259,0.75259,10,0.75167,17,0.75763,0,0.75763,Buy,loss,-1.296296296,-0.006202375
120,Sell loss,2020-12-16T00:00:00+07:00,0.75167,0.75637,0.75637,49,0.75259,0.75092,27,0.75646,14,0.75025396,14,0.75763,Sell,loss,-1.267195767,-0.006063138
121,Buy win,2020-12-16T00:00:00+07:00,0.75646,0.75637,0.75637,49,0.75259,0.75092,27,0.75384,26,0.7597381,37,0.75763,Buy,win,0.867222222,0.004149389
122,Buy win,2020-12-24T17:00:00+07:00,0.75967,0.75962,0.75962,63,0.75199,0.75199,43,0.75571,27,0.76433534,63,0,Buy,win,0.61144692,0.002925583
123,Sell win,2021-01-04T22:00:00+07:00,0.76844,0.77363,0.77363,7,0.76867,0.76867,15,0.77076,0,0.76560472,1,0,Sell,win,0.571629032,0.002735067
124,Sell win,2021-01-11T06:00:00+07:00,0.77205,0.78156,0.77917,48,0.77337,0.77337,33,0.77568,0,0.7697856,5,0,Sell,win,0.276483516,0.001322888
125,Buy win,2021-01-14T23:00:00+07:00,0.77893,0.77754,0.77754,41,0.77318,0.77318,19,0.77678,0,0.78023448,1,0,Buy,win,0.299192661,0.001431544
126,Buy win,2021-01-20T09:00:00+07:00,0.77217,0.77172,0.77172,22,0.76901,0.76901,8,0.77093,0,0.77339478,4,0,Buy,win,0.451948339,0.002162432
127,Sell win,2021-01-26T13:00:00+07:00,0.77051,0.77759,0.77432,60,0.77085,0.77085,17,0.77201,0,0.76870554,15,0,Sell,win,0.267724036,0.001280976
128,Sell win,2021-01-27T21:00:00+07:00,0.76632,0.77534,0.77534,14,0.76717,0.76717,31,0.77009,4,0.76212094,14,0,Sell,win,0.513960832,0.002459143
129,Sell win,2021-02-01T21:00:00+07:00,0.762,0.76951,0.76582,43,0.76207,0.76207,15,0.76618,13,0.7597525,21,0,Sell,win,0.302083333,0.001445375
130,Buy win,2021-02-11T19:00:00+07:00,0.7754,0.77508,0.77508,28,0.77132,0.77227,12,0.77182,25,0.77672,35,0.77672,Buy,win,0.35106383,0.001679731
131,Buy win,2021-02-19T15:00:00+07:00,0.78181,0.78034,0.78034,78,0.77294,0.77294,43,0.77976,0,0.7849132,4,0,Buy,win,0.419351351,0.002006466
132,Sell win,2021-03-05T00:00:00+07:00,0.77441,0.7833,0.78081,41,0.77528,0.77528,18,0.78111,0,0.77186246,4,0,Sell,win,0.317648379,0.001519849
133,Buy win,2021-03-10T20:00:00+07:00,0.77266,0.77176,0.77176,17,0.76777,0.76777,8,0.77014,0,0.77422582,1,0,Buy,win,0.39243609,0.001877685
134,Sell win,2021-03-18T00:00:00+07:00,0.77238,0.77929,0.77563,55,0.77289,0.77289,16,0.77575,10,0.77119668,34,0,Sell,win,0.18489375,0.000884659
135,Sell win,2021-03-19T20:00:00+07:00,0.77267,0.78429,0.77692,31,0.77323,0.77323,11,0.77564,29,0.77094958,39,0,Sell,win,0.155553345,0.000744274
136,Sell win,2021-03-25T14:00:00+07:00,0.75877,0.76234,0.76234,22,0.75913,0.75913,26,0.76129,4,0.75714622,8,0,Sell,win,0.505850467,0.002420337
137,Sell win,2021-04-01T08:00:00+07:00,0.75792,0.76201,0.76201,17,0.75899,0.75899,31,0.75927,0,0.75712364,1,0,Sell,win,0.263695364,0.0012617
138,Buy win,2021-04-05T19:00:00+07:00,0.7636,0.76335,0.76335,34,0.75977,0.75977,17,0.76255,0,0.76556244,2,0,Buy,win,0.548167598,0.002622811
139,Buy loss,2021-04-08T01:00:00+07:00,0.76643,0.76575,0.76575,20,0.76125,0.76125,9,0.76051,24,0.76701,0,0.76701,Buy,loss,-1.315555556,-0.006294524
140,Sell loss,2021-04-08T01:00:00+07:00,0.76051,0.76575,0.76575,44,0.76125,0.76125,33,0.76593,30,0.76051,0,0.76051,Sell,loss,-1.204444444,-0.005762892
141,Buy loss,2021-04-09T12:00:00+07:00,0.76593,0.76575,0.76593,74,0.76125,0.76125,63,0.76115,5,0.768531,0,0.76051,Buy,loss,-1.062222222,-0.005082403
142,Sell win,2021-04-13T11:00:00+07:00,0.76115,0.76575,0.76312,74,0.76125,0.76125,63,0.76413,6,0.76009434,47,0.75955,Sell,win,0.234591111,0.001122446
143,Buy win,2021-04-15T14:00:00+07:00,0.77524,0.77393,0.77393,7,0.75989,0.77081,51,0.77267,0,0.77585816,5,0,Buy,win,0.04402849,0.000210663
144,Buy win,2021-04-19T14:00:00+07:00,0.77665,0.77565,0.77565,36,0.77135,0.77135,8,0.77394,0,0.7783074,1,0,Buy,win,0.38544186,0.001844219
145,Sell loss,2021-04-23T00:00:00+07:00,0.77083,0.78078,0.78078,59,0.771,0.771,37,0.78092,45,0.76495596,0,0,Sell,loss,-1.031697342,-0.004936351
146,Buy loss,2021-05-01T00:00:00+07:00,0.78092,0.78078,0.78078,104,0.771,0.771,82,0.77063,99,0.78145,0,0.78145,Buy,loss,-1.052147239,-0.005034197
147,Sell win,2021-05-01T00:00:00+07:00,0.77063,0.78078,0.77664,203,0.771,0.771,181,0.77668,25,0.77037,42,0.77037,Sell,win,0.026584867,0.0001272
148,Buy win,2021-05-07T19:00:00+07:00,0.78202,0.7788,0.7788,11,0.76881,0.77656,69,0.77666,0,0.78018432,3,0,Buy,win,0.183751752,0.000879195
149,Buy loss,2021-05-19T19:00:00+07:00,0.77871,0.77865,0.77865,31,0.77381,0.77381,13,0.77345,35,0.78053,0,0.78053,Buy,loss,-1.08677686,-0.005199889
150,Sell loss,2021-05-21T19:00:00+07:00,0.77345,0.77865,0.77781,66,0.77381,0.77332,48,0.77787,48,0.77159,48,0.77159,Sell,loss,-0.91322314,-0.004369489
151,Buy loss,2021-05-21T22:00:00+07:00,0.77787,0.77865,0.77781,66,0.77381,0.77332,48,0.77305,3,0.78058482,0,0.77159,Buy,loss,-0.995867769,-0.004764918
152,Sell loss,2021-05-21T22:00:00+07:00,0.77305,0.77865,0.77781,69,0.77381,0.77332,51,0.77875,60,0.7719,0,0.7719,Sell,loss,-1.17768595,-0.005634861
153,Buy loss,2021-05-27T23:00:00+07:00,0.77875,0.77865,0.77781,129,0.77381,0.77334,111,0.77318,37,0.77917,0,0.77917,Buy,loss,-1.150826446,-0.005506347
154,Sell win,2021-05-27T23:00:00+07:00,0.77318,0.77865,0.77781,166,0.77381,0.77334,148,0.77474,9,0.77057754,19,0.77917,Sell,win,0.537698347,0.002572719
